Id,SalePrice
1783,137360.39
1784,89769.93
1785,119817.46
1786,152555.46
1787,168160.7
1788,59532.33
1789,94630.47
1790,88759.0
1791,170427.3
1792,153335.0
1793,135882.43
1794,141507.92
1795,136965.5
1796,119231.93
1797,113083.41
1798,128437.8
1799,117083.66
1800,124373.83
1801,130026.38
1802,153992.08
1803,150108.89
1804,141447.5
1805,136120.5
1806,113275.0
1807,139331.82
1808,122995.33
1809,127676.84
1810,147074.52
1811,116726.0
1812,117388.04
1813,122681.04
1814,98902.87
1815,62893.27
1816,102369.46
1817,125617.64
1818,130162.75
1819,118161.03
1820,78372.77
1821,121166.05
1822,150544.17
1823,56317.92
1824,138364.75
1825,131891.06
1826,103884.8
1827,110467.12
1828,137592.19
1829,114660.36
1830,144489.82
1831,172504.5
1832,112410.11
1833,148998.5
1834,134064.91
1835,172417.04
1836,125932.5
1837,103319.49
1838,137382.01
1839,85529.69
1840,161559.26
1841,146033.95
1842,88571.61
1843,143156.75
1844,137543.5
1845,135644.2
1846,151748.0
1847,143603.32
1848,67019.83
1849,118829.72
1850,131641.88
1851,150945.5
1852,125695.47
1853,134882.87
1854,173156.31
1855,151388.2
1856,219721.2
1857,159811.43
1858,138331.73
1859,121024.65
1860,155038.93
1861,120706.43
1862,284475.49
1863,284374.7
1864,284374.7
1865,331082.02
1866,326932.33
1867,239184.96
1868,301800.84
1869,194262.98
1870,245656.62
1871,252492.84
1872,169406.56
1873,226981.41
1874,139099.0
1875,206565.18
1876,192357.0
1877,206073.71
1878,207341.28
1879,133929.1
1880,137713.9
1881,236373.65
1882,263471.31
1883,197393.8
1884,223585.71
1885,257552.37
1886,304647.58
1887,201910.64
1888,275947.6
1889,164572.65
1890,136114.33
1891,143353.66
1892,111048.93
1893,137142.25
1894,128004.0
1895,150080.0
1896,123914.33
1897,118795.04
1898,107578.29
1899,127959.01
1900,148574.44
1901,167042.5
1902,136182.95
1903,228291.33
1904,139854.0
1905,177065.5
1906,158295.76
1907,195651.44
1908,118032.0
1909,136323.83
1910,127086.5
1911,191501.24
1912,262647.4
1913,150650.31
1914,62980.38
1915,333878.63
1916,75508.29
1917,254464.23
1918,135545.1
1919,155210.1
1920,155253.33
1921,407289.34
1922,333221.0
1923,208720.1
1924,246465.29
1925,228346.54
1926,380079.82
1927,142008.75
1928,156738.73
1929,126963.83
1930,130726.57
1931,141196.0
1932,139667.84
1933,176336.33
1934,179292.0
1935,172768.76
1936,190410.5
1937,181498.65
1938,171308.05
1939,257398.86
1940,200892.86
1941,177575.34
1942,193165.0
1943,195733.96
1944,315434.4
1945,377757.92
1946,162678.77
1947,315640.01
1948,167200.24
1949,248733.76
1950,179553.75
1951,266357.29
1952,248837.58
1953,164017.09
1954,206599.3
1955,131005.08
1956,286285.53
1957,164108.46
1958,308208.33
1959,143684.98
1960,115325.72
1961,119836.66
1962,96237.5
1963,104132.5
1964,108512.82
1965,153054.43
1966,158820.5
1967,291454.53
1968,395277.49
1969,374808.12
1970,427111.92
1971,419284.39
1972,365109.87
1973,270698.97
1974,321157.13
1975,457909.7
1976,276951.24
1977,360853.9
1978,368987.31
1979,335196.24
1980,192528.19
1981,345010.93
1982,239478.58
1983,227385.01
1984,166542.53
1985,208609.04
1986,211537.54
1987,186916.41
1988,178228.94
1989,185141.23
1990,219105.44
1991,215980.22
1992,216935.0
1993,172840.36
1994,246792.02
1995,182185.1
1996,256145.58
1997,328144.36
1998,351214.98
1999,255214.96
2000,304710.76
2001,272235.7
2002,234484.37
2003,252806.95
2004,262359.98
2005,227259.19
2006,225771.82
2007,248963.7
2008,212097.23
2009,191171.0
2010,191860.93
2011,151588.73
2012,179878.18
2013,181860.82
2014,190422.5
2015,195873.53
2016,196450.0
2017,204615.75
2018,126230.0
2019,135371.6
2020,118070.5
2021,119420.0
2022,175782.5
2023,157540.24
2024,218116.38
2025,376828.01
2026,185129.26
2027,147554.01
2028,153180.93
2029,171508.0
2030,278938.03
2031,256227.67
2032,275586.97
2033,274057.34
2034,163960.39
2035,206137.62
2036,186434.56
2037,187490.56
2038,324606.54
2039,210936.78
2040,412092.46
2041,286438.24
2042,210731.11
2043,169801.0
2044,170836.82
2045,234976.46
2046,135428.98
2047,153928.5
2048,132108.0
2049,135536.27
2050,172996.2
2051,106412.8
2052,135044.0
2053,144689.5
2054,87269.5
2055,161818.0
2056,128163.75
2057,127349.1
2058,214195.8
2059,126550.27
2060,161374.0
2061,171330.2
2062,138572.83
2063,111224.08
2064,139134.75
2065,124660.93
2066,172448.64
2067,126497.62
2068,137564.57
2069,82964.0
2070,110749.76
2071,95219.0
2072,138407.82
2073,134972.83
2074,181605.7
2075,147613.75
2076,124125.29
2077,151436.75
2078,131228.5
2079,129827.5
2080,114429.16
2081,125120.5
2082,131739.05
2083,150452.4
2084,113237.74
2085,133572.05
2086,114404.49
2087,124918.0
2088,107024.69
2089,97334.6
2090,135104.68
2091,128746.21
2092,135395.48
2093,143970.77
2094,139582.95
2095,150580.0
2096,90167.43
2097,103896.5
2098,151601.0
2099,62120.15
2100,115691.64
2101,123321.61
2102,146785.75
2103,107441.38
2104,134902.75
2105,128629.99
2106,76664.86
2107,241155.55
2108,119798.12
2109,116767.81
2110,121142.05
2111,163674.8
2112,139977.5
2113,118023.0
2114,116675.04
2115,149037.4
2116,114082.77
2117,148055.75
2118,117281.58
2119,113170.7
2120,109030.7
2121,114366.54
2122,102636.1
2123,93683.51
2124,187724.0
2125,135469.98
2126,159825.09
2127,150520.46
2128,133846.79
2129,102040.73
2130,144916.12
2131,155835.53
2132,115749.05
2133,114319.75
2134,119806.0
2135,105952.09
2136,81630.76
2137,119792.42
2138,136361.5
2139,155026.0
2140,136456.75
2141,140435.92
2142,139910.5
2143,147085.21
2144,116370.28
2145,136789.5
2146,146276.98
2147,161502.64
2148,123676.49
2149,134963.5
2150,235348.21
2151,134707.27
2152,176316.0
2153,160661.0
2154,111005.0
2155,126430.12
2156,225702.7
2157,244051.64
2158,240433.0
2159,218619.85
2160,172404.5
2161,251660.44
2162,432640.61
2163,340844.06
2164,257128.45
2165,182812.4
2166,144080.25
2167,207065.46
2168,207404.75
2169,193049.85
2170,223792.71
2171,144257.65
2172,139100.17
2173,158422.91
2174,240093.04
2175,306956.22
2176,325718.8
2177,260461.01
2178,224282.79
2179,146264.5
2180,179087.64
2181,189936.39
2182,224417.33
2183,193686.43
2184,138736.75
2185,129419.63
2186,144303.98
2187,147729.87
2188,155005.26
2189,188278.3
2190,84247.0
2191,90835.14
2192,92831.22
2193,98760.93
2194,104435.14
2195,111060.09
2196,108978.84
2197,113488.18
2198,162110.1
2199,159583.09
2200,129461.83
2201,138095.54
2202,190989.34
2203,164979.66
2204,177439.5
2205,115287.32
2206,133080.87
2207,241239.92
2208,231841.53
2209,188306.34
2210,124847.46
2211,115102.79
2212,113137.34
2213,105764.69
2214,147264.02
2215,106077.47
2216,148380.84
2217,70850.81
2218,95690.81
2219,73386.62
2220,81273.54
2221,331583.67
2222,255982.5
2223,268881.07
2224,215722.51
2225,140611.71
2226,184392.5
2227,197950.51
2228,279854.32
2229,237026.07
2230,162630.55
2231,219691.67
2232,178174.77
2233,176216.77
2234,248895.95
2235,200653.32
2236,271138.35
2237,355743.46
2238,199586.37
2239,120460.6
2240,161605.9
2241,152251.87
2242,135733.95
2243,140270.26
2244,94892.0
2245,90614.0
2246,143025.25
2247,101123.5
2248,126488.0
2249,127356.5
2250,137765.0
2251,122301.74
2252,174360.0
2253,158389.05
2254,178628.02
2255,188604.0
2256,181546.75
2257,192455.76
2258,174993.46
2259,177519.75
2260,149767.82
2261,190244.9
2262,205233.78
2263,332508.98
2264,430361.12
2265,174430.14
2266,291742.73
2267,364390.78
2268,373202.05
2269,163248.31
2270,186823.5
2271,243781.02
2272,204942.0
2273,164265.5
2274,172745.5
2275,162062.0
2276,168611.4
2277,179845.5
2278,160330.0
2279,119281.58
2280,115597.56
2281,178549.11
2282,173700.37
2283,97709.0
2284,112598.45
2285,150251.37
2286,128462.16
2287,342151.98
2288,274145.27
2289,385407.55
2290,428013.82
2291,314380.5
2292,408434.28
2293,446760.96
2294,402455.58
2295,436245.74
2296,283673.95
2297,315485.93
2298,320986.93
2299,387224.82
2300,329593.45
2301,285458.6
2302,228924.51
2303,240989.2
2304,244910.08
2305,187488.39
2306,187227.34
2307,189359.48
2308,219332.78
2309,281292.28
2310,228529.84
2311,194297.22
2312,172761.13
2313,174114.06
2314,175431.98
2315,171873.83
2316,181105.68
2317,177518.73
2318,172723.52
2319,173129.63
2320,181776.68
2321,252951.74
2322,167741.55
2323,184416.02
2324,169007.74
2325,218350.1
2326,168519.06
2327,213771.81
2328,220065.97
2329,184634.0
2330,177898.0
2331,351520.18
2332,419607.18
2333,314892.07
2334,265794.79
2335,262676.71
2336,330592.33
2337,196512.28
2338,278226.67
2339,233142.85
2340,384899.68
2341,220415.45
2342,239670.87
2343,217721.27
2344,239319.2
2345,243647.1
2346,222274.21
2347,195854.79
2348,227707.88
2349,164285.84
2350,292355.15
2351,259255.02
2352,242596.43
2353,203456.26
2354,129805.09
2355,160008.72
2356,152417.0
2357,201522.07
2358,197824.9
2359,123952.68
2360,120770.5
2361,136780.0
2362,266749.83
2363,142186.09
2364,151132.34
2365,218622.0
2366,194186.86
2367,228703.56
2368,202093.18
2369,224927.85
2370,168129.0
2371,169522.0
2372,172109.64
2373,264069.58
2374,291471.4
2375,240109.9
2376,267968.86
2377,336975.04
2378,132015.21
2379,198601.14
2380,143015.1
2381,158212.59
2382,182024.6
2383,214081.0
2384,243785.6
2385,150477.0
2386,142134.75
2387,135341.5
2388,101172.5
2389,125117.84
2390,135067.26
2391,133562.83
2392,112657.74
2393,159120.15
2394,144593.25
2395,195466.0
2396,148628.09
2397,201312.0
2398,126942.75
2399,60551.76
2400,62046.05
2401,115333.04
2402,137896.0
2403,135909.13
2404,142866.6
2405,159787.0
2406,135506.5
2407,126385.91
2408,134658.25
2409,136367.5
2410,166765.5
2411,122509.5
2412,152805.34
2413,140032.55
2414,137395.8
2415,133620.26
2416,128175.43
2417,131537.35
2418,127674.5
2419,133042.36
2420,127333.68
2421,153645.84
2422,122410.49
2423,133955.98
2424,149038.3
2425,169296.3
2426,126919.33
2427,137561.73
2428,171309.68
2429,113623.92
2430,131171.83
2431,123720.22
2432,137259.25
2433,144171.5
2434,145440.59
2435,151985.87
2436,106990.0
2437,109451.76
2438,122542.49
2439,112022.81
2440,125776.83
2441,105861.03
2442,104323.63
2443,113984.6
2444,127024.8
2445,88178.71
2446,140264.05
2447,225499.64
2448,148610.32
2449,109935.25
2450,157519.04
2451,120045.54
2452,218467.41
2453,95704.58
2454,123348.64
2455,102600.93
2456,140784.34
2457,115045.16
2458,111635.04
2459,111039.73
2460,140719.01
2461,119095.04
2462,134550.95
2463,118332.5
2464,155872.0
2465,130301.49
2466,120324.93
2467,156568.22
2468,95422.04
2469,95793.36
2470,176088.32
2471,211626.23
2472,173958.9
2473,118049.79
2474,104323.3
2475,232218.0
2476,111436.78
2477,130452.0
2478,161291.32
2479,114967.35
2480,135723.5
2481,124269.1
2482,134243.0
2483,116859.07
2484,122545.41
2485,124400.08
2486,154144.82
2487,177881.6
2488,157255.35
2489,147034.55
2490,153425.0
2491,90454.93
2492,179472.08
2493,139495.83
2494,166539.36
2495,99371.07
2496,217597.74
2497,151604.8
2498,118471.0
2499,94392.5
2500,132713.45
2501,131834.73
2502,148367.5
2503,101407.95
2504,185091.91
2505,218340.55
2506,255094.54
2507,326217.4
2508,252884.79
2509,216691.78
2510,231150.49
2511,187118.53
2512,222010.5
2513,222773.88
2514,236948.35
2515,148906.5
2516,154998.59
2517,134064.3
2518,145209.5
2519,230513.59
2520,209628.65
2521,193999.55
2522,225159.24
2523,133466.33
2524,135271.62
2525,142368.33
2526,139883.3
2527,116896.75
2528,128485.58
2529,130820.5
2530,112455.5
2531,242781.62
2532,231086.48
2533,196523.43
2534,245969.83
2535,308918.88
2536,235003.7
2537,227257.95
2538,186456.77
2539,188134.56
2540,175053.15
2541,180736.16
2542,167388.96
2543,130353.7
2544,133543.5
2545,132416.49
2546,146108.0
2547,134645.2
2548,150806.59
2549,166040.71
2550,386310.43
2551,144097.83
2552,122802.12
2553,90799.71
2554,121764.6
2555,110455.0
2556,101040.39
2557,116102.12
2558,157714.87
2559,139934.98
2560,124897.25
2561,136780.0
2562,137569.16
2563,148446.28
2564,169464.75
2565,124050.96
2566,152910.22
2567,131912.35
2568,181771.98
2569,190002.19
2570,124803.36
2571,171071.1
2572,189524.0
2573,245705.29
2574,306685.58
2575,124106.0
2576,130328.12
2577,166586.9
2578,98828.13
2579,86130.0
2580,132790.26
2581,131879.62
2582,116544.59
2583,275762.44
2584,163584.33
2585,177180.83
2586,203698.93
2587,206982.75
2588,153946.13
2589,144140.5
2590,223936.1
2591,203857.8
2592,229047.86
2593,260362.73
2594,174908.9
2595,213103.7
2596,331746.63
2597,176223.8
2598,268775.47
2599,325849.27
2600,153131.09
2601,132960.13
2602,86910.0
2603,91248.0
2604,87122.0
2605,85713.0
2606,145278.0
2607,173172.89
2608,205393.84
2609,170535.14
2610,117905.0
2611,157830.34
2612,152356.93
2613,127159.0
2614,126382.65
2615,152714.5
2616,140953.0
2617,173599.74
2618,177733.35
2619,230579.16
2620,184492.0
2621,182773.85
2622,185499.9
2623,254531.5
2624,269667.99
2625,320421.5
2626,164779.42
2627,186287.15
2628,409204.82
2629,553982.64
2630,340099.17
2631,435795.14
2632,404281.17
2633,313426.92
2634,386014.3
2635,151695.87
2636,196404.18
2637,172389.14
2638,254715.14
2639,185594.24
2640,152424.37
2641,108594.79
2642,189914.22
2643,108563.0
2644,127485.25
2645,100082.04
2646,92532.0
2647,99288.0
2648,136242.75
2649,138597.24
2650,148106.0
2651,152439.45
2652,432094.91
2653,247786.39
2654,246071.69
2655,364761.03
2656,319219.35
2657,344992.08
2658,284027.81
2659,302631.61
2660,326241.07
2661,340774.3
2662,338142.99
2663,273409.04
2664,279481.06
2665,320001.26
2666,287646.11
2667,168673.71
2668,176705.4
2669,175533.83
2670,290169.03
2671,178409.34
2672,180930.49
2673,203249.45
2674,204448.02
2675,176486.85
2676,189812.49
2677,196412.4
2678,260842.55
2679,277578.32
2680,269809.71
2681,429835.46
2682,330718.49
2683,542191.91
2684,312029.78
2685,345776.95
2686,258390.09
2687,327905.89
2688,231486.79
2689,217309.42
2690,460737.47
2691,185657.9
2692,137495.44
2693,194186.33
2694,134843.24
2695,191734.29
2696,190012.25
2697,186888.13
2698,198755.5
2699,177556.82
2700,168218.33
2701,149696.04
2702,116615.67
2703,139096.66
2704,140775.87
2705,128625.5
2706,119688.5
2707,120432.87
2708,136279.0
2709,114740.5
2710,128736.0
2711,281537.74
2712,376032.47
2713,176742.53
2714,151339.77
2715,172754.9
2716,168500.88
2717,185359.48
2718,236907.67
2719,156233.91
2720,168507.2
2721,142197.5
2722,169659.25
2723,142516.5
2724,129314.5
2725,138105.0
2726,149643.0
2727,168854.34
2728,166441.0
2729,158492.98
2730,144588.09
2731,120515.26
2732,119010.0
2733,156251.75
2734,140185.33
2735,133873.25
2736,141440.59
2737,123168.66
2738,135077.83
2739,158107.0
2740,135144.0
2741,148927.5
2742,150219.5
2743,149771.09
2744,148480.75
2745,141088.25
2746,136989.5
2747,154887.54
2748,124757.62
2749,130842.75
2750,137412.0
2751,132058.0
2752,243920.79
2753,157134.98
2754,187333.24
2755,128126.82
2756,95096.76
2757,77131.09
2758,84048.0
2759,155805.25
2760,142611.31
2761,149544.75
2762,147113.0
2763,182658.5
2764,170287.4
2765,267433.93
2766,145003.08
2767,90825.04
2768,128610.15
2769,125823.93
2770,150013.0
2771,119688.58
2772,123507.75
2773,148477.24
2774,140004.39
2775,136008.71
2776,142915.12
2777,148225.5
2778,129629.9
2779,128322.09
2780,108759.61
2781,106750.71
2782,95396.34
2783,106367.91
2784,130679.5
2785,141201.26
2786,84190.11
2787,117440.58
2788,88828.51
2789,225994.79
2790,93182.13
2791,117644.08
2792,86351.21
2793,163636.52
2794,105256.47
2795,117095.54
2796,100537.02
2797,187169.0
2798,122628.44
2799,121040.16
2800,72543.23
2801,113325.24
2802,139162.85
2803,152240.18
2804,148117.12
2805,97369.5
2806,94286.78
2807,150397.05
2808,150441.0
2809,133690.58
2810,137401.25
2811,157457.29
2812,143499.6
2813,152195.4
2814,159545.91
2815,96890.62
2816,255998.02
2817,135268.41
2818,133277.0
2819,181912.06
2820,133725.16
2821,108096.04
2822,181813.25
2823,222705.26
2824,175733.52
2825,151193.97
2826,138768.25
2827,142933.5
2828,210215.68
2829,167097.83
2830,230959.9
2831,193293.27
2832,215193.26
2833,291761.68
2834,219601.81
2835,216242.73
2836,197164.14
2837,163203.85
2838,143306.3
2839,179024.67
2840,192564.5
2841,201820.04
2842,226285.33
2843,153806.48
2844,151305.59
2845,125315.0
2846,216027.95
2847,197131.19
2848,219636.04
2849,212319.37
2850,279836.62
2851,240225.19
2852,230025.62
2853,239540.26
2854,139366.1
2855,197374.47
2856,212993.65
2857,190565.68
2858,195887.49
2859,145099.93
2860,129148.59
2861,127711.95
2862,192008.53
2863,119112.66
2864,264370.76
2865,142980.49
2866,134436.35
2867,90894.5
2868,116401.63
2869,129428.8
2870,164417.56
2871,109303.0
2872,65291.55
2873,108569.16
2874,144438.0
2875,115758.01
2876,161058.35
2877,144581.36
2878,164510.8
2879,149138.82
2880,106231.58
2881,146911.98
2882,166165.06
2883,168889.65
2884,180815.46
2885,182827.95
2886,199384.57
2887,103476.9
2888,126619.0
2889,64412.26
2890,86990.11
2891,134491.24
2892,57112.85
2893,107530.43
2894,64270.94
2895,324625.18
2896,290077.39
2897,190637.55
2898,149005.5
2899,228344.98
2900,156972.24
2901,188465.5
2902,184231.38
2903,340396.42
2904,355136.0
2905,113571.05
2906,198824.7
2907,117952.94
2908,129118.5
2909,146265.64
2910,84926.0
2911,88065.0
2912,152415.25
2913,88819.88
2914,85888.5
2915,86440.5
2916,88390.72
2917,154811.5
2918,115201.75
2919,231064.81
